n,const_,sum_,prod_,direct_poly,horners_poly,bubblesort.sort,quicksort.sort,timsort.sort,matrix_mult
1217,1.3328000022738707e-06,0.00022058760005165822,0.00023209399996630963,0.0008229462001509092,0.000800388599964208,0.16081375500007197,0.0035912745999667093,0.005736846399850037,0.024175954000020282
1218,1.3038000361120794e-06,0.00021858620002603856,0.0002310832001057861,0.0008245230000284209,0.0008049910000408999,0.16153167060010673,0.0036015669999869713,0.00580102359990633,0.02418348320006771
1219,1.5637999240425415e-06,0.00021526099990296644,0.00022942539990253863,0.00082997779991274,0.0008070232001045951,0.16233902519988988,0.0036012592000588483,0.005807628600086901,0.025201948799985985
1220,1.3507999028661288e-06,0.0002160590000130469,0.00022651200006293948,0.0008342229999470874,0.0008075953999650664,0.16118936020002367,0.003601350400094816,0.005816287200013903,0.02421666100008224
1221,1.459400027670199e-06,0.00021854460010217736,0.00023218719998112646,0.0008240246000241313,0.0008053313998971134,0.1624063563999698,0.0036163023998597053,0.005860256200048752,0.02442097380007908
1222,1.4620000001741573e-06,0.0002165482000236807,0.00023449760001312825,0.000827326200032985,0.0008078854000814317,0.163156145800167,0.0036085513998841633,0.005837904200052435,0.02440528920005818
1223,1.307399998040637e-06,0.0002168196000639,0.00023027919996820856,0.0008248873999036732,0.0008079833999545371,0.1620951394000258,0.0036274971999773697,0.00584027419999984,0.024437779400068395
1224,1.3393999324762263e-06,0.0002187442000831652,0.00023139719996834174,0.0008274288000393426,0.0008099126001070544,0.16229474759993537,0.003632531600032962,0.00584438380001302,0.024243088400089617
1225,1.381599940941669e-06,0.00021876079999856303,0.0002307311999174999,0.0008264288000646048,0.0008080230000814481,0.1626504184001533,0.0036479866000263426,0.005828933399970993,0.024626519799949165
1226,1.3300002137839328e-06,0.00021842259993718472,0.00023218959986479604,0.0008277846000964928,0.0008087597999292484,0.16301424859984764,0.003654148600071494,0.0057771087999753945,0.024832919599975866
1227,1.4864000149827917e-06,0.00022268200000326034,0.00023227119991133804,0.000828869000179111,0.0008111488002214174,0.164187118999871,0.00365544360010972,0.005813469399890891,0.02464897439995184
1228,1.4161999388306868e-06,0.00022202659993126873,0.0002321269999811193,0.000827326200032985,0.0008111769999231911,0.16399709960005565,0.0036728586000208453,0.005759018199933052,0.024589321599887626
1229,1.383600010740338e-06,0.00022140439996292115,0.00023236679999172338,0.0008300531999339,0.0008125174000269908,0.16415405640000244,0.003674369799955457,0.005750953200004005,0.024781087799874514
1230,1.5042000995890703e-06,0.0002175896001062938,0.0002293578000717389,0.0008305168000333652,0.0008151131999511562,0.16443559259987522,0.0036781288000383937,0.00573318160013514,0.02481384900002013
1231,1.496199911343865e-06,0.0002196398002524802,0.00023137800008043996,0.0008292158001495409,0.000816472399947088,0.1640688303999923,0.00369081519993415,0.005735475799974665,0.024776506399939537
1232,1.3950001630291808e-06,0.00021690099993065814,0.00022809160000178963,0.000833887400040112,0.0008214246000534331,0.17076373999998395,0.0036833962001765032,0.005720818999907351,0.024566594600037205
1233,1.2960001186002045e-06,0.00022145460015963181,0.0002350900001147238,0.0008300576000692672,0.0008236328000748472,0.18095622319997345,0.003679924200059759,0.005723290399964753,0.028097436800089783
1234,1.1847998393932357e-06,0.0002207314000770566,0.00023324040002989933,0.0008341492000909056,0.0008237631999691075,0.17935746860002838,0.0036831000001257054,0.005735973399896466,0.02498125900001469
1235,1.2280001101316883e-06,0.00021722400015278254,0.0002314866000233451,0.0008625917998870136,0.0008286547999887262,0.1700058055998852,0.003682084199863311,0.005718605799847865,0.02504553960006888
1236,1.4266000107454602e-06,0.00022130040015326812,0.00023223999996844214,0.0008488075999594002,0.0008221340000091004,0.16558446860008189,0.0036671953999757533,0.00571805259987741,0.024992744400060475
1237,1.275200065720128e-06,0.0002205495999987761,0.00023054700004649932,0.0008366738001313933,0.0008127093998155033,0.16630214360002354,0.0036563923999892722,0.005721010400066007,0.025166434600123466
1238,1.3967999620945193e-06,0.00022098520012150402,0.00023420739989887807,0.0008364413999515819,0.0008139276000292739,0.17265001560017482,0.003662877999977354,0.005749751600069431,0.025143987799947354
1239,1.2382000932120717e-06,0.00022053739994589704,0.00023396820006382768,0.0008371339999939664,0.0008139388000017789,0.166366981200008,0.003658004800126946,0.00576038580002205,0.025201462600034575
1240,1.5095999515324365e-06,0.00021756080004706747,0.0002312215999154432,0.0008413048001784773,0.0008173330000317946,0.17001315819989032,0.0036638919998040363,0.005755714000042644,0.025020899000082863
1241,1.4012000065122265e-06,0.0002207241998803511,0.00023295139999390813,0.0008376216000215208,0.0008138656000483025,0.16777991760009173,0.003667871999914496,0.0057535435998943285,0.025196929199955774
1242,1.2942000466864556e-06,0.00022527259989146842,0.0002378577999479603,0.0008394385999963561,0.0008134511998832749,0.1703239708000183,0.0036627926000619483,0.005762630400113267,0.025255264600036752
1243,1.1881999853358138e-06,0.00022235119995457354,0.00023362600013570044,0.0008392560000174854,0.0008201839998946525,0.16795262319992615,0.003677419799987547,0.005773311800112424,0.025375942600112465
1244,1.2716000128421001e-06,0.00021908159997110487,0.00023079900001903296,0.0008387295998545597,0.0008158674002515908,0.17012833019998652,0.003672038200056704,0.005766629600020679,0.025243980400045985
1245,1.250999866897473e-06,0.0002210519998698146,0.0002355431999603752,0.0008383862000300724,0.0008157948000189208,0.16845948840009442,0.003687341199929506,0.005808621199957997,0.025519342600091477
1246,1.3138000213075428e-06,0.000220224400072766,0.00023695479994785275,0.0008429414000602264,0.0008208994000597159,0.16917050140000356,0.0036863145999632254,0.005810131399994134,0.025501340800019534
1247,1.1730000551324337e-06,0.0002220354001110536,0.0002343908000511874,0.0008394525998483005,0.0008209660000829899,0.16905997339999884,0.0036839371999121797,0.0057807457998933385,0.026394869800060405
1248,1.352600065729348e-06,0.0002225853999334504,0.00023186299986264203,0.0008448583999779658,0.0008229656000366958,0.16935269739988143,0.003694680800072092,0.006094260800091433,0.02541389440002604
1249,1.3313998351804913e-06,0.00021974440023768692,0.00023482820006393013,0.0008453549999103416,0.0008270491998700891,0.1699873529998513,0.0036968688001252302,0.005833422199975758,0.026828553199902672
1250,1.4092001947574317e-06,0.00022273660015343922,0.0002312546002031013,0.0008461978000013914,0.000823544199920434,0.17455576999991534,0.003705750000062835,0.0058296623999922305,0.029883666400110087
1251,1.5468000128748828e-06,0.0002182541998081433,0.00023308599993470124,0.0008466025999041449,0.0008273145999737608,0.17016378860007536,0.0037063179998767736,0.005845044199941185,0.028291796799840084
1252,1.3812000361212995e-06,0.00022589960017285193,0.00023450059998140205,0.0008446110001386842,0.0008243317999585998,0.17134314340000856,0.003700154399848543,0.005840951600112021,0.0318585947999054
1253,1.2915999832330271e-06,0.0002239244000520557,0.0002365324000493274,0.0008426706001046114,0.0008221037999646796,0.1702541401999042,0.003705386999899929,0.005868112600001041,0.027877866400012864
1254,1.4100000043981708e-06,0.000225168399992981,0.00023507099995185855,0.0008465130001241051,0.0008239089999733551,0.1704657739997856,0.003702609000083612,0.0058370869999635035,0.027386014999865437
1255,1.293199966312386e-06,0.00022081459992477902,0.00023158640005931374,0.0008481251999000961,0.0008259195999016811,0.17059140040000784,0.0037053738001304737,0.005855971799974213,0.029821572800028662
1256,1.243799943040358e-06,0.00022451959994214122,0.00023581940013173153,0.0008460978001494368,0.0008243580000453221,0.17288984540018645,0.0037128144000234896,0.005854350000026898,0.027214102000016283
1257,1.4836000445939135e-06,0.00022639400003754417,0.0002382391998253297,0.0008500096000716439,0.0008287288001156412,0.17211155240020162,0.0037142412001230697,0.005877236599917524,0.02756176439988849
1258,1.5281999367289246e-06,0.00022647420000794228,0.00023663400006626034,0.0008514368000760442,0.0008301209999444836,0.17580896220006254,0.0037133459999495245,0.00586510660004933,0.0275395028001185
1259,1.3134001164871733e-06,0.00022210319993973827,0.00023518039988630336,0.0008537515999705647,0.0008302232000460208,0.17154564920001575,0.0037286461999428864,0.0058810097999412395,0.02768584959985674
1260,1.381799938826589e-06,0.00022470339981737198,0.00023807980005585705,0.0008538158001101693,0.0008317515999806347,0.17783408140003304,0.0037284867999005655,0.005883006200019736,0.02752485560013156
1261,1.4207998901838437e-06,0.00022916399993846425,0.0002375484000367578,0.0008524328000021342,0.0008467514000585652,0.17335297600002378,0.003731474799951684,0.005871735399978206,0.02785556739981985
1262,1.2628001059056259e-06,0.00022686000002067886,0.0002382299999226234,0.0008526997999069863,0.0008317611999700602,0.1753906261999873,0.0037371888000052424,0.005868859000020166,0.02787658820006982
1263,1.516199881734792e-06,0.0002238749999378342,0.00023794280004949542,0.0008540355999684835,0.0008444095999948331,0.1734726744000909,0.003742240200062952,0.005881543199939188,0.027917075999994267
1264,1.4426000234379899e-06,0.00022938640004213084,0.00023863160004111705,0.0008540132000234735,0.0008491755999784801,0.17307944420008425,0.003742312800113723,0.0059065334000479195,0.02777143760004037
1265,1.269999847863801e-06,0.00022612280008615926,0.0002418623999801639,0.0008560133998798847,0.0008485504000418587,0.17345879340000464,0.003741023399925325,0.005907891800052312,0.027845333599998412
1266,1.2745998901664279e-06,0.00022633540002061636,0.0002371127999140299,0.000856222800030082,0.0008335104000252614,0.17677187340013917,0.0037495403998036637,0.0059011426000324715,0.027803324599790357
1267,1.3191999642003793e-06,0.00022447519995694165,0.00023793019990989706,0.0008563083998524235,0.0008481890001348802,0.17463115240007027,0.0037596749999465827,0.005923652000092261,0.027971181600059937
1268,1.2585999684233685e-06,0.00022619300016231137,0.00023681220000071335,0.000857359999918117,0.0008474488000501879,0.17449626719999287,0.0037530515999605997,0.005914302599830989,0.027930480999839347
1269,1.1783998161263299e-06,0.00022305880002022606,0.00024020800001380848,0.0008593770001425582,0.0008448757999758527,0.17553874539999015,0.003766085200004454,0.0059187291999478475,0.028098741800022253
1270,1.2787998457497452e-06,0.0002214485999502358,0.0002353823999328597,0.00085861819998172,0.0008415520000198739,0.17737472500011792,0.0037593774000924895,0.005911469000147917,0.028119028199944295
1271,1.3129999388183932e-06,0.00022688879989800624,0.00023860459987190552,0.0008645039999464644,0.0008522636000634521,0.17664336779989753,0.0037666391997845496,0.0059416308000436405,0.028158086800067393
1272,1.2632001016754657e-06,0.0002309444000275107,0.00024199700010285596,0.0008618705999651865,0.0008513404000041191,0.17975859300013325,0.003779337200012378,0.005919761399945855,0.028015568799946777
1273,1.3357999705476687e-06,0.0002269142001750879,0.0002420969999548106,0.0008643096000014339,0.0008516321999195497,0.17660007960002985,0.00377252940006656,0.005971799200051464,0.029716994400132535
1274,1.2377999155432916e-06,0.00022955360009291326,0.00024388559995713877,0.0008657254001263936,0.0008763213999372965,0.17928486619994147,0.0037807664001775266,0.00596359820010548,0.028102202800073427
1275,1.2355999388091732e-06,0.00022693780001645792,0.00023857719997977256,0.0008670609999171574,0.000873561200023687,0.17898745859993143,0.003777949399955105,0.0059588924001218405,0.028253842599951895
1276,1.3550000403483864e-06,0.0002291514000717143,0.0002386371999818948,0.0008648945999993884,0.0008735601999433129,0.1779724957998951,0.003767162600070151,0.005933605199970771,0.028115498999977718
1277,1.4014000953466165e-06,0.00022230680006032343,0.0002356226000301831,0.0008682384000167076,0.0008800304000033066,0.1766810084000099,0.003784648799955903,0.005964191800012486,0.0283716610000738
1278,1.389600038237404e-06,0.00022460919999502948,0.00023854740002207108,0.0008647342002404912,0.0008763828000155627,0.1784061178000229,0.003789013599998725,0.0059804331998748236,0.02847786439997435
1279,1.425200025551021e-06,0.00022676119988318533,0.00024262299994006752,0.0008674892000271939,0.0008770836000621784,0.17921177119997084,0.0037876868001148977,0.005967648000023473,0.02854519779994007
1280,1.1674001143546775e-06,0.0002272815999276645,0.00024231639999925392,0.0008670555999742646,0.0008817729999464063,0.18024779240004135,0.003792908000104944,0.006285925399970438,0.02845598179992521
1281,1.2484000762924551e-06,0.00022915219997230452,0.00023944360000314192,0.0008695597999576421,0.0008840605998557294,0.17823957019991213,0.0037985147999279436,0.006018024000059086,0.028551159800008462
1282,1.3678000868821983e-06,0.0002268233998620417,0.00024204199999076082,0.0008677432000695262,0.0008846069998980965,0.1806898181998804,0.0038017627999579417,0.006015930800003844,0.028394255400144175
1283,1.328999951510923e-06,0.0002300103999914427,0.00024479339999743387,0.0008693383999343496,0.0008822789999612723,0.17924380259992176,0.003810913199959032,0.006045419400106766,0.028361036199839873
1284,1.4670000382466243e-06,0.00022430899989558383,0.0002394317999460327,0.000872458799949527,0.0008928283999921405,0.17986285060005686,0.003800628999943001,0.006022365800072293,0.028396769799837785
1285,1.3203998605604284e-06,0.00022633120006503303,0.0002396682001744921,0.0008704111999577435,0.0008900794000510359,0.18051651239993588,0.0038146632000461977,0.006057425200106081,0.028519883799981473
1286,1.3127998499840032e-06,0.00022967580016484135,0.00023838619999878575,0.0008735766000427247,0.0008885469998858753,0.1813597063999623,0.0037995231998138477,0.006029654599842615,0.028528926200033312
1287,1.2617998436326162e-06,0.0002269386000079976,0.00024155260016414103,0.0008706192000317969,0.0008972140000878426,0.17975833619993864,0.0038206218001505476,0.006051515799936169,0.028542262599967217
1288,1.2974001037946437e-06,0.00023073960001056547,0.00024006680005186353,0.0008729041998776666,0.0008942268001192133,0.18113781380006913,0.0038077017999057715,0.006056532599995989,0.028529562799940324
1289,1.4994001503509934e-06,0.00022529480002049241,0.00023963960002220118,0.0008724071999495209,0.0008922793998863199,0.18091869640002187,0.003812887200001569,0.006055345799904899,0.028642594600023587
1290,1.2673999663093127e-06,0.00022460859991042527,0.00023927820002427324,0.0008738542001992755,0.0008940661999986332,0.18124125440017452,0.0038251926000157253,0.006072779399983119,0.028688227600105164
